Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-04-28,109.27,109.27,106.91,107.61,971815.0,0.0,1.0,107.05914657182,107.05914657182,104.74689631183,105.43273325335,971815.0
2016-04-29,106.66,107.36,105.9,106.85,1791105.0,0.0,1.0,104.501954547,105.18779148852,103.75733158192,104.68811028827,1791105.0
2016-05-02,107.59,107.77,105.35,107.17,2120658.0,0.0,1.0,105.41313791217,105.58949598285,103.21845969929,105.00163574725,2120658.0
2016-05-03,102.29,105.13,102.01,104.5,1398093.0,0.0,1.0,100.22037249778,103.00291094624,99.946037721166,102.38565769887,1398093.0
2016-05-04,103.96,105.03,103.3,104.29,956322.0,0.0,1.0,101.85658348684,102.90493424031,101.20993722769,102.17990661641,956322.0
2016-05-05,104.4,105.47,104.39,104.67,871954.0,0.0,1.0,102.28768099294,103.33603174641,102.27788332235,102.55221809896,871954.0
2016-05-06,100.68,104.49,97.65,104.27,1095127.0,0.0,1.0,98.642947532271,102.37586002828,95.674253342533,102.16031127523,1095127.0
2016-05-09,104.0,104.805,103.58,104.52,661042.0,0.0,1.0,101.89577416921,102.68448665196,101.4842720043,102.40525304006,661042.0
2016-05-10,104.77,105.72,104.67,104.96,868031.0,0.0,1.0,102.65019480489,103.58097351124,102.55221809896,102.83635054616,868031.0
2016-05-11,104.96,106.06,104.74,105.14,992073.0,0.0,1.0,102.83635054616,103.91409431141,102.62080179311,103.01270861684,992073.0
2016-05-12,105.64,106.31,104.93,105.96,915699.0,0.0,1.0,103.50259214649,104.15903607624,102.80695753438,103.81611760548,915699.0
2016-05-13,105.74,106.59,104.67,104.92,773490.0,0.0,1.0,103.60056885243,104.43337085285,102.55221809896,102.79715986378,773490.0
2016-05-16,104.73,106.695,104.44,106.49,756550.0,0.0,1.0,102.61100412251,104.53624639408,102.32687167531,104.33539414692,756550.0
2016-05-17,106.44,106.82,105.485,105.7,1050957.0,0.0,1.0,104.28640579395,104.65871727649,103.3507282523,103.56137817005,1050957.0
2016-05-18,105.77,107.43,105.53,107.05,1091019.0,0.0,1.0,103.62996186421,105.25637518268,103.39481776997,104.88406370014,1091019.0
2016-05-19,106.19,107.07,105.25,106.85,871246.0,0.0,1.0,104.04146402912,104.90365904132,103.12048299336,104.68811028827,871246.0
2016-05-20,107.54,108.63,107.27,108.07,1113360.0,0.0,1.0,105.3641495592,106.43209565386,105.09961245319,105.88342610064,1113360.0
2016-05-23,107.58,109.11,107.38,108.84,944214.0,0.0,1.0,105.40334024157,106.90238384233,105.20738682971,106.63784673632,944214.0
2016-05-24,108.91,112.0,108.2201,111.66,1347260.0,0.36,1.0,107.05045976018,110.08770079092,106.37233918182,109.75350598495,1347260.0
2016-05-25,111.5,111.68,110.1,111.25,862344.0,0.0,1.0,109.59623784097,109.77316450295,108.22014158108,109.35050636599,862344.0
2016-05-26,110.99,111.2,110.18,110.39,793621.0,0.0,1.0,109.09494563201,109.30136007099,108.29877565307,108.50519009206,793621.0
2016-05-27,111.09,111.66,110.48,111.47,537461.0,0.0,1.0,109.193238222,109.75350598495,108.59365342305,109.56675006397,537461.0
2016-05-31,112.05,112.75,111.0,111.81,1285302.0,0.0,1.0,110.13684708592,110.82489521586,109.10477489101,109.90094486994,1285302.0
2016-06-01,111.02,111.02,109.88,110.8,967144.0,0.0,1.0,109.124433409,109.124433409,108.0038978831,108.90818971102,967144.0
2016-06-02,110.23,111.04,109.73,110.45,917424.0,0.0,1.0,108.34792194807,109.144091927,107.85645899811,108.56416564605,917424.0
2016-06-03,110.02,110.33,108.51,109.64,1104707.0,0.0,1.0,108.14150750909,108.44621453806,106.65728940021,107.76799566712,1104707.0
2016-06-06,110.13,110.8595,109.89,110.26,908190.0,0.0,1.0,108.24962935808,108.96667380207,108.0137271421,108.37740972507,908190.0
2016-06-07,110.33,110.62,109.52,109.62,757596.0,0.0,1.0,108.44621453806,108.73126304904,107.65004455913,107.74833714912,757596.0
2016-06-08,109.87,110.55,109.25,110.04,681360.0,0.0,1.0,107.9940686241,108.66245823604,107.38465456615,108.16116602708,681360.0
