Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-06-24,63.450001,63.450001,63.380001,63.380001,3300.0,0.0,1.0,58.521218527392,58.521218527392,58.456656112383,58.456656112383,3300.0
2015-06-25,62.900002,62.900002,61.900002,61.900002,3700.0,0.0,1.0,58.01394333178,58.01394333178,57.091623117358,57.091623117358,3700.0
2015-06-26,61.900002,61.900002,61.900002,61.900002,100.0,0.0,1.0,57.091623117358,57.091623117358,57.091623117358,57.091623117358,100.0
2015-06-29,60.919998,60.919998,60.799999,60.799999,300.0,0.0,1.0,56.187745617944,56.187745617944,56.077068114534,56.077068114534,300.0
2015-06-30,61.330002,61.400002,60.330002,60.900002,1815500.0,0.0,1.0,56.565900595138,56.630463010147,55.643580380716,56.169302902936,1815500.0
2015-07-01,60.740002,62.400002,60.630001,62.400002,192400.0,0.0,1.0,56.021731668629,57.552783224569,55.920275522722,57.552783224569,192400.0
2015-07-02,63.0,65.0,62.4,64.99,1744987.0,0.0,1.0,58.106173508582,59.950813937426,57.552781379929,59.941590735282,1744987.0
2015-07-06,65.12,66.4,62.99,63.75,2092257.0,0.0,1.0,60.061492363157,61.242062237617,58.096950306438,58.797913669399,2092257.0
2015-07-07,63.91,63.99,61.54,62.47,3053125.0,0.0,1.0,58.945484903706,59.01927052086,56.759585995526,57.617343794938,3053125.0
2015-07-08,62.5,63.9,59.5,59.71,3784289.0,0.0,1.0,57.645013401371,58.936261701562,54.878052758105,55.071740003134,3784289.0
2015-07-09,59.5,60.93,58.51,59.51,2284226.0,0.0,1.0,54.878052758105,56.196970664729,53.964955745828,54.88727596025,2284226.0
2015-07-10,59.97,61.6,59.4,61.4,2237703.0,0.0,1.0,55.311543258884,56.814925208391,54.785820736663,56.630461165507,2237703.0
2015-07-13,62.04,62.25,61.61,62.12,1248987.0,0.0,1.0,57.220746102737,57.414433347766,56.824148410536,57.294531719891,1248987.0
2015-07-14,62.1,63.05,61.44,62.19,994808.0,0.0,1.0,57.276085315602,58.152289519303,56.667353974084,57.3590941349,994808.0
2015-07-15,62.25,62.93,61.13,61.62,1209854.0,0.0,1.0,57.414433347766,58.041611093573,56.381434707613,56.83337161268,1209854.0
2015-07-16,61.7,63.68,61.536,62.32,1365863.0,0.0,1.0,56.907157229834,58.733351254389,56.755896714668,57.478995762775,1365863.0
2015-07-17,62.62,63.25,61.64,61.75,1213162.0,0.0,1.0,57.755691827102,58.336753562188,56.851818016968,56.953273240555,1213162.0
2015-07-20,62.0,62.93,61.5,61.55,1977775.0,0.0,1.0,57.18385329416,58.041611093573,56.722693186949,56.76880919767,1977775.0
2015-07-21,61.84,62.86,59.62,59.85,1808280.0,0.0,1.0,57.036282059853,57.977048678563,54.988731183836,55.200864833153,1808280.0
2015-07-22,60.35,61.14,59.57,60.14,900133.0,0.0,1.0,55.662024940364,56.390657909757,54.942615173115,55.468337695335,900133.0
2015-07-23,59.77,60.78,59.35,59.85,1124672.0,0.0,1.0,55.127079215999,56.058622632565,54.739704725942,55.200864833153,1124672.0
2015-07-24,59.55,59.95,57.66,58.91,1154608.0,0.0,1.0,54.924168768826,55.293096854595,53.180983563569,54.333883831596,1154608.0
2015-07-27,58.45,59.42,57.865,58.19,1255150.0,0.0,1.0,53.909616532962,54.804267140952,53.370059207525,53.669813277213,1255150.0
2015-07-28,58.52,59.75,57.49,59.34,1636666.0,0.0,1.0,53.974178947972,55.108632811711,53.024189127117,54.730481523798,1636666.0
2015-07-29,58.88,59.73,58.08,59.39,1790204.0,0.0,1.0,54.306214225164,55.090186407422,53.568358053626,54.776597534519,1790204.0
2015-07-30,61.36,63.19,61.04,62.83,3530135.0,0.0,1.0,56.59356835693,58.281414349322,56.298425888315,57.94937907213,3530135.0
2015-07-31,61.5,63.75,61.16,63.06,1624924.0,0.0,1.0,56.722693186949,58.797913669399,56.409104314046,58.161512721447,1624924.0
2015-08-03,63.37,64.74,62.39,63.17,2128045.0,0.0,1.0,58.447431987918,59.711010681676,57.543558177785,58.262967945034,2128045.0
2015-08-04,62.25,63.45,62.24,62.57,702962.0,0.0,1.0,57.414433347766,58.521217605072,57.405210145621,57.709575816381,702962.0
2015-08-05,63.29,63.96,62.22,62.75,1495186.0,0.0,1.0,58.373646370764,58.991600914427,57.386763741333,57.875593454977,1495186.0
2015-08-06,62.0,62.5,60.48,61.74,2536887.0,0.0,1.0,57.18385329416,57.645013401371,55.781926568239,56.94405003841,2536887.0
2015-08-07,61.68,62.61,60.98,62.56,2060919.0,0.0,1.0,56.888710825545,57.746468624958,56.24308667545,57.700352614236,2060919.0
2015-08-10,62.99,63.5,61.9,62.98,1424070.0,0.375,1.0,58.442875304293,58.916059403439,57.431560268864,58.433597184702,1424070.0
2015-08-11,64.0,64.0,61.71,63.4,1727206.0,0.0,1.0,59.379965382993,59.379965382993,57.255275996633,58.823278207528,1727206.0
2015-08-12,63.4,63.87,61.71,63.31,1396295.0,0.0,1.0,58.823278207528,59.259349828309,57.255275996633,58.739775131208,1396295.0
2015-08-13,63.26,63.7975,62.35,63.13,844266.0,0.0,1.0,58.693384533252,59.192083461274,57.849075650463,58.572768978568,844266.0
2015-08-14,63.13,63.81,61.959,63.23,938717.0,0.0,1.0,58.572768978568,59.203681110763,57.486301174451,58.665550174479,938717.0
2015-08-17,62.63,63.41,62.63,63.34,714354.0,0.0,1.0,58.108862999014,58.832556327119,58.108862999014,58.767609489981,714354.0
2015-08-18,63.02,63.58,62.91,63.16,806543.0,0.0,1.0,58.470709663066,58.990284360167,58.368650347564,58.600603337342,806543.0
2015-08-19,62.98,63.29,62.07,62.07,1078040.0,0.0,1.0,58.433597184702,58.721218892026,57.589288301912,57.589288301912,1078040.0
2015-08-20,61.75,61.75,60.38,60.68,1297576.0,0.0,1.0,57.292388474997,57.292388474997,56.021286091018,56.299629678751,1297576.0
2015-08-21,60.22,60.265,58.63,59.01,1959044.0,0.0,1.0,55.87283617756,55.91458771572,54.397615162577,54.750183707038,1959044.0
2015-08-24,56.66,60.29,53.48,56.46,2146015.0,0.0,1.0,52.569825603131,55.937783014698,49.619383573164,52.384263211309,2146015.0
2015-08-25,58.3,58.37,55.01,55.5,2348724.0,0.0,1.0,54.091437216071,54.156384053208,51.038935870601,51.493563730565,2348724.0
2015-08-26,57.13,57.94,55.15,56.45,1860463.0,0.0,1.0,53.005897223913,53.757424910791,51.168829544876,52.374985091718,1860463.0
2015-08-27,57.86,59.25,57.74,59.22,1874589.0,0.0,1.0,53.683199954062,54.972858577224,53.571862518969,54.945024218451,1874589.0
2015-08-28,59.23,60.42,59.22,60.26,1508710.0,0.0,1.0,54.954302338042,56.058398569382,54.945024218451,55.909948655925,1508710.0
2015-08-31,60.1,60.23,58.64,59.35,1681708.0,0.0,1.0,55.761498742467,55.882114297151,54.406893282168,55.065639773135,1681708.0
